user_id,group,revenue_total,converted
167,A,2908,1
168,A,3235,1
169,A,0,0
170,A,0,0
171,A,1005,1
172,A,810,1
173,A,0,0
174,A,0,0
175,A,0,0
176,A,0,0
177,A,2995,1
178,A,0,0
179,A,0,0
180,A,2130,1
181,A,0,0
182,A,0,0
183,A,0,0
184,A,0,0
185,A,0,0
186,A,0,0
187,A,0,0
188,A,0,0
189,A,2253,1
190,A,1181,1
191,A,0,0
192,A,0,0
193,A,0,0
194,A,2932,1
195,A,0,0
196,A,0,0
197,A,0,0
198,A,2947,1
199,A,0,0
200,A,0,0
201,A,0,0
202,A,0,0
203,A,0,0
204,A,0,0
205,A,0,0
206,A,0,0
207,A,0,0
208,A,0,0
209,A,0,0
210,A,0,0
211,A,0,0
212,A,0,0
213,A,0,0
214,A,0,0
215,A,0,0
216,A,0,0
217,A,0,0
218,A,0,0
219,A,0,0
220,A,0,0
221,A,0,0
222,A,0,0
223,A,2082,1
224,A,0,0
225,A,0,0
226,A,0,0
227,A,0,0
228,A,0,0
229,A,0,0
230,A,2327,1
231,A,0,0
232,A,0,0
233,A,0,0
234,A,1706,1
235,A,0,0
236,A,0,0
237,A,0,0
238,A,0,0
239,A,0,0
240,A,0,0
241,A,0,0
242,A,0,0
243,A,0,0
244,A,0,0
245,A,0,0
246,A,0,0
247,A,0,0
248,A,0,0
249,A,0,0
250,A,0,0
251,A,0,0
252,A,0,0
253,A,0,0
254,A,0,0
255,A,0,0
256,A,0,0
257,A,0,0
258,A,0,0
259,A,0,0
260,A,0,0
261,A,0,0
262,A,1844,1
263,A,0,0
264,A,0,0
265,A,0,0
266,A,0,0
267,A,0,0
268,A,0,0
269,A,0,0
270,A,0,0
271,A,0,0
272,A,0,0
273,A,0,0
274,A,0,0
275,A,0,0
276,A,0,0
277,A,0,0
278,A,0,0
279,A,0,0
280,A,0,0
281,A,0,0
282,A,0,0
283,A,0,0
284,A,0,0
285,A,0,0
286,A,0,0
287,A,0,0
288,A,0,0
289,A,0,0
290,A,0,0
291,A,0,0
292,A,0,0
293,A,0,0
294,A,0,0
295,A,3130,1
296,A,0,0
297,A,0,0
298,A,0,0
299,A,0,0
300,A,0,0
301,A,0,0
302,A,0,0
303,A,0,0
304,A,2233,1
305,A,0,0
306,A,3236,1
307,A,0,0
308,A,0,0
309,A,0,0
310,A,0,0
311,A,1799,1
312,A,0,0
313,A,0,0
314,A,0,0
315,A,0,0
316,A,0,0
317,A,0,0
318,A,0,0
319,A,0,0
320,A,0,0
321,A,0,0
322,A,0,0
323,A,2117,1
324,A,0,0
325,A,0,0
326,A,0,0
327,A,0,0
328,A,0,0
329,A,0,0
330,A,0,0
331,A,0,0
332,A,0,0
333,A,0,0
334,A,2032,1
335,A,0,0
336,A,0,0
337,A,0,0
338,A,1954,1
339,A,1038,1
340,A,0,0
341,A,2894,1
342,A,0,0
343,A,0,0
344,A,0,0
345,A,0,0
346,A,2984,1
347,A,0,0
348,A,0,0
349,A,0,0
350,A,0,0
351,A,0,0
352,A,0,0
353,A,0,0
354,A,0,0
355,A,0,0
356,A,0,0
357,A,0,0
358,A,0,0
359,A,2864,1
360,A,0,0
361,A,0,0
362,A,0,0
363,A,1806,1
364,A,0,0
365,A,0,0
366,A,0,0
367,A,0,0
368,A,0,0
369,A,0,0
370,A,0,0
371,A,0,0
372,A,0,0
373,A,0,0
374,A,0,0
375,A,0,0
376,A,832,1
377,A,2961,1
378,A,0,0
379,A,0,0
380,A,0,0
381,A,0,0
382,A,0,0
383,A,0,0
384,A,2183,1
385,A,1880,1
386,A,0,0
387,A,0,0
388,A,1112,1
389,A,1160,1
390,A,0,0
391,A,0,0
392,A,1084,1
393,A,0,0
394,A,0,0
395,A,0,0
396,A,0,0
397,A,3042,1
398,A,0,0
399,A,0,0
400,A,0,0
401,A,0,0
402,A,3122,1
403,A,0,0
404,A,3165,1
405,A,1929,1
406,A,0,0
407,A,0,0
408,A,0,0
409,A,0,0
410,A,0,0
411,A,0,0
412,A,937,1
413,A,0,0
414,A,0,0
415,A,1907,1
416,A,3237,1
417,A,0,0
418,A,0,0
419,A,0,0
420,A,0,0
421,A,0,0
422,A,0,0
423,A,0,0
424,A,0,0
425,A,0,0
426,A,2796,1
427,A,0,0
428,A,0,0
429,A,0,0
430,A,0,0
431,A,0,0
432,A,1169,1
433,A,0,0
434,A,0,0
435,A,0,0
436,A,0,0
437,A,0,0
438,A,974,1
439,A,0,0
440,A,0,0
441,A,0,0
442,A,3038,1
443,A,934,1
444,A,0,0
445,A,0,0
446,A,0,0
447,A,966,1
448,A,0,0
449,A,0,0
450,A,0,0
451,A,0,0
452,A,0,0
453,A,0,0
454,A,0,0
455,A,0,0
456,A,0,0
457,A,0,0
458,A,0,0
459,A,0,0
460,A,0,0
461,A,0,0
462,A,3089,1
463,A,0,0
464,A,0,0
465,A,0,0
466,A,0,0
467,A,0,0
468,A,3126,1
469,A,2144,1
470,A,0,0
471,A,0,0
472,A,0,0
473,A,0,0
474,A,0,0
475,A,0,0
476,A,0,0
477,A,3170,1
478,A,0,0
479,A,0,0
480,A,0,0
481,A,0,0
482,A,0,0
483,A,2235,1
484,A,0,0
485,A,0,0
486,A,0,0
487,A,1976,1
488,A,0,0
489,A,0,0
490,A,0,0
491,A,0,0
492,A,0,0
493,A,0,0
494,A,999,1
495,A,0,0
496,A,0,0
497,A,0,0
498,A,2299,1
499,A,0,0
500,A,0,0
501,A,2823,1
502,A,0,0
503,A,0,0
504,A,0,0
505,A,0,0
506,A,0,0
507,A,0,0
508,A,0,0
509,A,0,0
510,A,2013,1
511,A,0,0
512,A,0,0
513,A,0,0
514,A,0,0
515,A,0,0
516,A,0,0
517,A,0,0
518,A,0,0
519,A,0,0
520,A,0,0
521,A,0,0
522,A,0,0
523,A,0,0
524,A,0,0
525,A,0,0
526,A,0,0
527,A,2146,1
528,A,0,0
529,A,0,0
530,A,0,0
531,A,0,0
532,A,0,0
533,A,0,0
534,A,0,0
535,A,1965,1
536,A,0,0
537,A,0,0
538,A,0,0
539,A,0,0
540,A,0,0
541,A,0,0
542,A,0,0
543,A,0,0
544,A,0,0
545,A,0,0
546,A,3320,1
547,A,0,0
548,A,0,0
549,A,0,0
550,A,0,0
551,A,0,0
552,A,0,0
553,A,0,0
554,A,0,0
555,A,0,0
556,A,0,0
557,A,0,0
558,A,0,0
559,A,0,0
560,A,2342,1
561,A,0,0
562,A,0,0
563,A,0,0
564,A,0,0
565,A,0,0
566,A,0,0
567,A,0,0
568,A,0,0
569,A,3059,1
570,A,1144,1
571,A,0,0
572,A,0,0
573,A,0,0
574,A,2094,1
575,A,0,0
576,A,0,0
577,A,0,0
578,A,0,0
579,A,0,0
580,A,960,1
581,A,0,0
582,A,0,0
583,A,0,0
584,A,0,0
585,A,0,0
586,A,0,0
587,A,2887,1
588,A,0,0
589,A,0,0
590,A,0,0
591,A,2939,1
592,A,3230,1
593,A,0,0
594,A,0,0
595,A,0,0
596,A,0,0
597,A,0,0
598,A,0,0
599,A,0,0
600,A,0,0
601,A,837,1
602,A,0,0
603,A,0,0
604,A,0,0
605,A,0,0
606,A,0,0
607,A,0,0
608,A,0,0
609,A,0,0
610,A,0,0
611,A,0,0
612,A,2967,1
613,A,0,0
614,A,0,0
615,A,0,0
616,A,0,0
617,A,0,0
618,A,3240,1
619,A,3031,1
620,A,0,0
621,A,0,0
622,A,0,0
623,A,0,0
624,A,0,0
625,A,0,0
626,A,0,0
627,A,2012,1
628,A,0,0
629,A,0,0
630,A,0,0
631,A,0,0
632,A,0,0
633,A,0,0
634,A,0,0
635,A,0,0
636,A,0,0
637,A,0,0
638,A,2044,1
639,A,1773,1
640,A,0,0
641,A,0,0
642,A,0,0
643,A,0,0
644,A,0,0
645,A,3256,1
646,A,0,0
647,A,0,0
648,A,0,0
649,A,0,0
650,A,1033,1
651,A,0,0
652,A,0,0
653,A,0,0
654,A,0,0
655,A,0,0
656,A,0,0
657,A,0,0
658,A,0,0
659,A,0,0
660,A,0,0
661,A,0,0
662,A,0,0
663,A,0,0
664,A,0,0
665,A,0,0
666,A,2853,1
667,A,0,0
668,A,0,0
669,A,0,0
670,A,0,0
671,A,0,0
672,A,0,0
673,A,0,0
674,A,0,0
675,A,0,0
676,A,0,0
677,A,0,0
678,A,0,0
679,A,0,0
680,A,0,0
681,A,0,0
682,A,0,0
683,A,2622,1
684,A,0,0
685,A,0,0
686,A,0,0
687,A,0,0
688,A,0,0
689,A,0,0
690,A,3121,1
691,A,0,0
692,A,0,0
693,A,0,0
694,A,915,1
695,A,0,0
696,A,0,0
697,A,0,0
698,A,0,0
699,A,0,0
700,A,0,0
701,A,0,0
702,A,0,0
703,A,2959,1
704,A,0,0
705,A,0,0
706,A,2310,1
707,A,0,0
708,A,0,0
709,A,0,0
710,A,0,0
711,A,0,0
712,A,0,0
713,A,0,0
714,A,0,0
715,A,0,0
716,A,0,0
717,A,0,0
718,A,0,0
719,A,0,0
720,A,0,0
721,A,0,0
722,A,0,0
723,A,0,0
724,A,0,0
725,A,0,0
726,A,1191,1
727,A,0,0
728,A,0,0
729,A,0,0
730,A,0,0
731,A,0,0
732,A,0,0
733,A,0,0
734,A,0,0
735,A,0,0
736,A,0,0
737,A,0,0
738,A,0,0
739,A,0,0
740,A,0,0
741,A,0,0
742,A,0,0
743,A,0,0
744,A,0,0
745,A,0,0
746,A,0,0
747,A,0,0
748,A,0,0
749,A,0,0
750,A,0,0
751,A,0,0
752,A,1060,1
753,A,1892,1
754,A,0,0
755,A,0,0
756,A,0,0
757,A,0,0
758,A,0,0
759,A,2936,1
760,A,0,0
761,A,0,0
762,A,1795,1
763,A,0,0
764,A,0,0
765,A,0,0
766,A,0,0
767,A,0,0
768,A,0,0
769,A,0,0
770,A,0,0
771,A,0,0
772,A,0,0
773,A,0,0
774,A,0,0
775,A,0,0
776,A,0,0
777,A,0,0
778,A,2828,1
779,A,0,0
780,A,0,0
781,A,0,0
782,A,0,0
783,A,0,0
784,A,0,0
785,A,0,0
786,A,1167,1
787,A,0,0
788,A,0,0
789,A,0,0
790,A,0,0
791,A,0,0
792,A,0,0
793,A,0,0
794,A,0,0
795,A,0,0
796,A,866,1
797,A,0,0
798,A,0,0
799,A,0,0
800,A,0,0
801,A,2030,1
802,A,0,0
803,A,0,0
804,A,3320,1
805,A,2299,1
806,A,0,0
807,A,0,0
808,A,0,0
809,A,0,0
810,A,0,0
811,A,0,0
812,A,0,0
813,A,0,0
814,A,0,0
815,A,1190,1
816,A,0,0
817,A,0,0
818,A,0,0
819,A,0,0
820,A,0,0
821,A,0,0
822,A,0,0
823,A,2851,1
824,A,0,0
825,A,0,0
826,A,0,0
827,A,0,0
828,A,940,1
829,A,0,0
830,A,0,0
831,A,0,0
832,A,0,0
833,A,0,0
834,A,0,0
835,A,0,0
836,A,0,0
837,A,0,0
838,A,0,0
839,A,0,0
840,A,0,0
841,A,0,0
842,A,0,0
843,A,0,0
844,A,0,0
845,A,0,0
846,A,0,0
847,A,0,0
848,A,0,0
849,A,0,0
850,A,0,0
851,A,0,0
852,A,801,1
853,A,2145,1
854,A,0,0
855,A,0,0
856,A,0,0
857,A,2107,1
858,A,0,0
859,A,0,0
860,A,0,0
861,A,0,0
862,A,0,0
863,A,0,0
864,A,0,0
865,A,0,0
866,A,0,0
867,A,0,0
868,A,0,0
869,A,0,0
870,A,2012,1
871,A,0,0
872,A,0,0
873,A,0,0
874,A,0,0
875,A,0,0
876,A,0,0
877,A,0,0
878,A,0,0
879,A,0,0
880,A,0,0
881,A,2014,1
882,A,0,0
883,A,0,0
884,A,0,0
885,A,0,0
886,A,0,0
887,A,2715,1
888,A,0,0
889,A,0,0
890,A,0,0
891,A,1777,1
892,A,0,0
893,A,0,0
894,A,0,0
895,A,0,0
896,A,0,0
897,A,0,0
898,A,0,0
899,A,0,0
900,A,0,0
901,A,0,0
902,A,0,0
903,A,877,1
904,A,0,0
905,A,0,0
906,A,0,0
907,A,0,0
908,A,0,0
909,A,2825,1
910,A,2823,1
911,A,0,0
912,A,0,0
913,A,0,0
914,A,3261,1
915,A,0,0
916,A,0,0
917,A,0,0
918,A,0,0
919,A,0,0
920,A,0,0
921,A,2505,1
922,A,0,0
923,A,1687,1
924,A,0,0
925,A,0,0
926,A,3372,1
927,A,0,0
928,A,0,0
929,A,808,1
930,A,2895,1
931,A,3102,1
932,A,0,0
933,A,0,0
934,A,0,0
935,A,0,0
936,A,0,0
937,A,0,0
938,A,0,0
939,A,0,0
940,A,0,0
941,A,0,0
942,A,0,0
943,A,0,0
944,A,0,0
945,A,0,0
946,A,0,0
947,A,0,0
948,A,0,0
949,A,2130,1
950,A,3127,1
951,A,0,0
952,A,0,0
953,A,0,0
954,A,0,0
955,A,0,0
956,A,0,0
957,A,0,0
958,A,0,0
959,A,3126,1
960,A,0,0
961,A,0,0
962,A,925,1
963,A,0,0
964,A,0,0
965,A,0,0
966,A,0,0
967,A,968,1
968,A,0,0
969,A,0,0
970,A,0,0
971,A,0,0
972,A,0,0
973,A,0,0
974,A,0,0
975,A,1045,1
976,A,0,0
977,A,0,0
978,A,0,0
979,A,0,0
980,A,0,0
981,A,0,0
982,A,0,0
983,A,0,0
984,A,0,0
985,A,0,0
986,A,0,0
987,A,0,0
988,A,0,0
989,A,0,0
990,A,3103,1
991,A,0,0
992,A,3095,1
993,A,0,0
994,A,0,0
995,A,0,0
996,A,0,0
997,A,0,0
998,A,0,0
999,A,3038,1
1000,A,0,0
1001,B,0,0
1002,B,0,0
1003,B,0,0
1004,B,2101,1
1005,B,0,0
1006,B,3445,1
1007,B,0,0
1008,B,0,0
1009,B,2352,1
1010,B,0,0
1011,B,0,0
1012,B,0,0
1013,B,0,0
1014,B,0,0
1015,B,0,0
1016,B,0,0
1017,B,0,0
1018,B,0,0
1019,B,1039,1
1020,B,2303,1
1021,B,0,0
1022,B,0,0
1023,B,0,0
1024,B,0,0
1025,B,0,0
1026,B,0,0
1027,B,1246,1
1028,B,1187,1
1029,B,0,0
1030,B,0,0
1031,B,0,0
1032,B,1977,1
1033,B,0,0
1034,B,3314,1
1035,B,0,0
1036,B,0,0
1037,B,0,0
1038,B,0,0
1039,B,0,0
1040,B,0,0
1041,B,0,0
1042,B,0,0
1043,B,0,0
1044,B,0,0
1045,B,3338,1
1046,B,0,0
1047,B,0,0
1048,B,1104,1
1049,B,0,0
1050,B,0,0
1051,B,0,0
1052,B,0,0
1053,B,0,0
1054,B,0,0
1055,B,0,0
1056,B,0,0
1057,B,0,0
1058,B,3133,1
1059,B,0,0
1060,B,0,0
1061,B,0,0
1062,B,0,0
1063,B,2307,1
1064,B,3214,1
1065,B,0,0
1066,B,1289,1
1067,B,0,0
1068,B,3029,1
1069,B,0,0
1070,B,0,0
1071,B,1229,1
1072,B,0,0
1073,B,0,0
1074,B,0,0
1075,B,0,0
1076,B,0,0
1077,B,0,0
1078,B,0,0
1079,B,0,0
1080,B,0,0
1081,B,0,0
1082,B,0,0
1083,B,0,0
1084,B,0,0
1085,B,0,0
1086,B,0,0
1087,B,0,0
1088,B,0,0
1089,B,0,0
1090,B,0,0
1091,B,0,0
1092,B,0,0
1093,B,0,0
1094,B,0,0
1095,B,0,0
1096,B,0,0
1097,B,0,0
1098,B,0,0
1099,B,0,0
1100,B,0,0
1101,B,0,0
1102,B,0,0
1103,B,0,0
1104,B,0,0
1105,B,3122,1
1106,B,0,0
1107,B,0,0
1108,B,0,0
1109,B,0,0
1110,B,0,0
1111,B,0,0
1112,B,0,0
1113,B,0,0
1114,B,0,0
1115,B,0,0
1116,B,0,0
1117,B,0,0
1118,B,0,0
1119,B,0,0
1120,B,2387,1
1121,B,0,0
1122,B,3255,1
1123,B,0,0
1124,B,0,0
1125,B,0,0
1126,B,2414,1
1127,B,2260,1
1128,B,0,0
1129,B,0,0
1130,B,0,0
1131,B,0,0
1132,B,1208,1
1133,B,0,0
1134,B,0,0
1135,B,0,0
1136,B,0,0
1137,B,0,0
1138,B,0,0
1139,B,0,0
1140,B,982,1
1141,B,0,0
1142,B,0,0
1143,B,0,0
1144,B,0,0
1145,B,3039,1
1146,B,0,0
1147,B,0,0
1148,B,0,0
1149,B,0,0
1150,B,0,0
1151,B,0,0
1152,B,0,0
1153,B,0,0
1154,B,0,0
1155,B,0,0
1156,B,0,0
1157,B,0,0
1158,B,2311,1
1159,B,0,0
1160,B,3075,1
1161,B,0,0
1162,B,0,0
1163,B,0,0
1164,B,1079,1
1165,B,2064,1
1166,B,0,0
1167,B,0,0
1168,B,0,0
1169,B,0,0
1170,B,0,0
1171,B,0,0
1172,B,0,0
1173,B,3232,1
1174,B,0,0
1175,B,0,0
1176,B,0,0
1177,B,0,0
1178,B,0,0
1179,B,0,0
1180,B,0,0
1181,B,0,0
1182,B,0,0
1183,B,0,0
1184,B,0,0
1185,B,0,0
1186,B,0,0
1187,B,0,0
1188,B,3393,1
1189,B,0,0
1190,B,0,0
1191,B,0,0
1192,B,0,0
1193,B,0,0
1194,B,0,0
1195,B,2146,1
1196,B,0,0
1197,B,2264,1
1198,B,0,0
1199,B,0,0
1200,B,0,0
1201,B,0,0
1202,B,0,0
1203,B,3651,1
1204,B,0,0
1205,B,0,0
1206,B,0,0
1207,B,0,0
1208,B,0,0
1209,B,0,0
1210,B,0,0
1211,B,0,0
1212,B,0,0
1213,B,0,0
1214,B,0,0
1215,B,0,0
1216,B,0,0
1217,B,0,0
1218,B,0,0
1219,B,0,0
1220,B,0,0
1221,B,0,0
1222,B,0,0
1223,B,0,0
1224,B,3415,1
1225,B,0,0
1226,B,920,1
1227,B,1188,1
1228,B,0,0
1229,B,0,0
1230,B,0,0
1231,B,0,0
1232,B,0,0
1233,B,0,0
1234,B,0,0
1235,B,0,0
1236,B,0,0
1237,B,0,0
1238,B,0,0
1239,B,0,0
1240,B,0,0
1241,B,0,0
1242,B,0,0
1243,B,0,0
1244,B,0,0
1245,B,0,0
1246,B,0,0
1247,B,0,0
1248,B,0,0
1249,B,3159,1
1250,B,0,0
1251,B,0,0
1252,B,0,0
1253,B,1209,1
1254,B,0,0
1255,B,0,0
1256,B,0,0
1257,B,0,0
1258,B,1074,1
1259,B,0,0
1260,B,0,0
1261,B,0,0
1262,B,0,0
1263,B,0,0
1264,B,0,0
1265,B,0,0
1266,B,2140,1
1267,B,981,1
1268,B,3387,1
1269,B,2460,1
1270,B,0,0
1271,B,0,0
1272,B,0,0
1273,B,0,0
1274,B,3233,1
1275,B,0,0
1276,B,0,0
1277,B,0,0
1278,B,0,0
1279,B,0,0
1280,B,0,0
1281,B,0,0
1282,B,0,0
1283,B,984,1
1284,B,0,0
1285,B,2046,1
1286,B,987,1
1287,B,0,0
1288,B,0,0
1289,B,2476,1
1290,B,0,0
1291,B,0,0
1292,B,0,0
1293,B,0,0
1294,B,0,0
1295,B,0,0
1296,B,1057,1
1297,B,1175,1
1298,B,3120,1
1299,B,0,0
1300,B,1101,1
1301,B,0,0
1302,B,0,0
1303,B,0,0
1304,B,0,0
1305,B,2328,1
1306,B,2100,1
1307,B,0,0
1308,B,0,0
1309,B,3250,1
1310,B,0,0
1311,B,0,0
1312,B,0,0
1313,B,0,0
1314,B,0,0
1315,B,2979,1
1316,B,3288,1
1317,B,0,0
1318,B,0,0
1319,B,0,0
1320,B,0,0
1321,B,3108,1
1322,B,0,0
1323,B,0,0
1324,B,0,0
1325,B,2465,1
1326,B,0,0
1327,B,0,0
1328,B,0,0
1329,B,0,0
1330,B,0,0
1331,B,0,0
1332,B,0,0
1333,B,0,0
1334,B,0,0
1335,B,0,0
1336,B,0,0
1337,B,0,0
1338,B,3399,1
1339,B,0,0
1340,B,0,0
1341,B,0,0
1342,B,2188,1
1343,B,0,0
1344,B,3524,1
1345,B,2280,1
1346,B,0,0
1347,B,0,0
1348,B,0,0
1349,B,0,0
1350,B,0,0
1351,B,2249,1
1352,B,2441,1
1353,B,0,0
1354,B,0,0
1355,B,0,0
1356,B,0,0
1357,B,0,0
1358,B,3406,1
1359,B,3383,1
1360,B,0,0
1361,B,2083,1
1362,B,987,1
1363,B,0,0
1364,B,0,0
1365,B,1048,1
1366,B,0,0
1367,B,2055,1
1368,B,0,0
1369,B,0,0
1370,B,2472,1
1371,B,0,0
1372,B,0,0
1373,B,0,0
1374,B,0,0
1375,B,0,0
1376,B,0,0
1377,B,1246,1
1378,B,0,0
1379,B,0,0
1380,B,0,0
1381,B,0,0
1382,B,3463,1
1383,B,0,0
1384,B,0,0
1385,B,0,0
1386,B,3257,1
1387,B,1300,1
1388,B,0,0
1389,B,0,0
1390,B,0,0
1391,B,2246,1
1392,B,967,1
1393,B,0,0
1394,B,0,0
1395,B,0,0
1396,B,0,0
1397,B,0,0
1398,B,0,0
1399,B,0,0
1400,B,0,0
1401,B,0,0
1402,B,0,0
1403,B,0,0
1404,B,0,0
1405,B,0,0
1406,B,2049,1
1407,B,0,0
1408,B,2210,1
1409,B,0,0
1410,B,0,0
1411,B,2553,1
1412,B,0,0
1413,B,0,0
1414,B,0,0
1415,B,0,0
1416,B,0,0
1417,B,0,0
1418,B,0,0
1419,B,0,0
1420,B,0,0
1421,B,3520,1
1422,B,0,0
1423,B,0,0
1424,B,0,0
1425,B,0,0
1426,B,0,0
1427,B,0,0
1428,B,0,0
1429,B,3294,1
1430,B,3049,1
1431,B,0,0
1432,B,1182,1
1433,B,3061,1
1434,B,0,0
1435,B,0,0
1436,B,0,0
1437,B,0,0
1438,B,0,0
1439,B,0,0
1440,B,0,0
1441,B,0,0
1442,B,2275,1
1443,B,0,0
1444,B,0,0
1445,B,0,0
1446,B,0,0
1447,B,0,0
1448,B,0,0
1449,B,0,0
1450,B,0,0
1451,B,0,0
1452,B,0,0
1453,B,2387,1
1454,B,1290,1
1455,B,0,0
1456,B,0,0
1457,B,0,0
1458,B,2050,1
1459,B,1219,1
1460,B,0,0
1461,B,3513,1
1462,B,0,0
1463,B,0,0
1464,B,0,0
1465,B,0,0
1466,B,977,1
1467,B,0,0
1468,B,0,0
1469,B,3162,1
1470,B,0,0
1471,B,0,0
1472,B,0,0
1473,B,0,0
1474,B,0,0
1475,B,2049,1
1476,B,0,0
1477,B,3550,1
1478,B,0,0
1479,B,0,0
1480,B,0,0
1481,B,0,0
1482,B,0,0
1483,B,0,0
1484,B,0,0
1485,B,2117,1
1486,B,958,1
1487,B,0,0
1488,B,0,0
1489,B,3257,1
1490,B,0,0
1491,B,3352,1
1492,B,0,0
1493,B,0,0
1494,B,0,0
1495,B,0,0
1496,B,0,0
1497,B,0,0
1498,B,0,0
1499,B,1098,1
1500,B,0,0
1501,B,0,0
1502,B,0,0
1503,B,0,0
1504,B,0,0
1505,B,3433,1
1506,B,0,0
1507,B,0,0
1508,B,0,0
1509,B,0,0
1510,B,1214,1
1511,B,1234,1
1512,B,3429,1
1513,B,3502,1
1514,B,0,0
1515,B,3247,1
1516,B,0,0
1517,B,0,0
1518,B,0,0
1519,B,917,1
1520,B,975,1
1521,B,0,0
1522,B,0,0
1523,B,2187,1
1524,B,0,0
1525,B,0,0
1526,B,0,0
1527,B,3151,1
1528,B,0,0
1529,B,0,0
1530,B,0,0
1531,B,926,1
1532,B,0,0
1533,B,0,0
1534,B,0,0
1535,B,0,0
1536,B,0,0
1537,B,0,0
1538,B,0,0
1539,B,3532,1
1540,B,0,0
1541,B,0,0
1542,B,0,0
1543,B,0,0
1544,B,0,0
1545,B,0,0
1546,B,3606,1
1547,B,0,0
1548,B,0,0
1549,B,0,0
1550,B,0,0
1551,B,2227,1
1552,B,0,0
1553,B,0,0
1554,B,0,0
1555,B,2102,1
1556,B,982,1
1557,B,0,0
1558,B,2242,1
1559,B,0,0
1560,B,0,0
1561,B,0,0
1562,B,0,0
1563,B,0,0
1564,B,0,0
1565,B,0,0
1566,B,3322,1
1567,B,0,0
1568,B,0,0
1569,B,0,0
1570,B,1299,1
1571,B,3337,1
1572,B,0,0
1573,B,0,0
1574,B,0,0
1575,B,0,0
1576,B,0,0
1577,B,0,0
1578,B,0,0
1579,B,1211,1
1580,B,0,0
1581,B,0,0
1582,B,0,0
1583,B,3552,1
1584,B,0,0
1585,B,1231,1
1586,B,0,0
1587,B,0,0
1588,B,0,0
1589,B,3247,1
1590,B,0,0
1591,B,0,0
1592,B,0,0
1593,B,0,0
1594,B,0,0
1595,B,0,0
1596,B,0,0
1597,B,0,0
1598,B,0,0
1599,B,0,0
1600,B,0,0
1601,B,915,1
1602,B,0,0
1603,B,2323,1
1604,B,0,0
1605,B,3179,1
1606,B,2339,1
1607,B,2169,1
1608,B,0,0
1609,B,0,0
1610,B,0,0
1611,B,0,0
1612,B,0,0
1613,B,3092,1
1614,B,0,0
1615,B,0,0
1616,B,0,0
1617,B,0,0
1618,B,0,0
1619,B,0,0
1620,B,1205,1
1621,B,0,0
1622,B,0,0
1623,B,0,0
1624,B,0,0
1625,B,0,0
1626,B,0,0
1627,B,0,0
1628,B,0,0
1629,B,0,0
1630,B,0,0
1631,B,0,0
1632,B,0,0
1633,B,0,0
1634,B,0,0
1635,B,0,0
